,Neighbourhood,Detailsـtransaction,Date,Total_price,Area,Price_per_meter
11149,الريان,1/ب/1,"Monday, 7 March 2022 ",2240000.0,520,4308
11150,الريان,1/ب/2,"Monday, 7 March 2022 ",1900000.0,442,4299
11151,الريان,عدد العقارات 2-أول ق…,"Tuesday, 15 March 2022 ",5130000.0,1350.00,3800
11152,الريان,148,"Tuesday, 29 March 2022 ",3500000.0,1190.75,2939
11153,الريان,1656,"Sunday, 27 March 2022 ",2250000.0,650,3462
11154,الزاهر,293,"Thursday, 3 March 2022 ",670000.0,930,720
11155,الزاهر,941,"Monday, 7 March 2022 ",560000.0,936,598
11156,الزهراء,154/1,"Tuesday, 8 March 2022 ",950000.0,325,2923
11157,الزهراء,7,"Thursday, 24 March 2022 ",1500000.0,450,3333
11158,الزهراء,بدون,"Wednesday, 23 March 2022 ",1000000.0,250,4000
11159,الزهرة,1155,"Thursday, 17 March 2022 ",760000.0,500,1520
11160,الزهرة,1258,"Tuesday, 15 March 2022 ",430000.0,400,1075
11161,الزهرة,1377,"Wednesday, 9 March 2022 ",1175000.0,500,2350
11162,الزهرة,376,"Wednesday, 2 March 2022 ",650000.0,500,1300
11163,الزهرة,1159/أ,"Monday, 7 March 2022 ",300000.0,250,1200
11164,الزهرة,116/أ/2,"Thursday, 10 March 2022 ",1290000.0,250,5160
11165,الزهرة,1180/أ/2,"Sunday, 6 March 2022 ",1450000.0,325,4462
11166,الزهرة,1182/أ/1,"Wednesday, 2 March 2022 ",1450000.0,325,4462
11167,الزهرة,171,"Thursday, 31 March 2022 ",850000.0,500,1700
11168,الزهرة,598,"Monday, 28 March 2022 ",1450000.0,500,2900
11169,الزهرة,942,"Friday, 25 March 2022 ",160000.0,400,400
11170,الزهرة,7562,"Monday, 7 March 2022 ",139350.0,500,279
11171,الزهرة,7366,"Sunday, 20 March 2022 ",800000.0,500,1600
11172,الزهرة,7401/2,"Sunday, 27 March 2022 ",1503750.0,250,6015
11173,الزهرة,1351/2,"Thursday, 17 March 2022 ",736000.0,375,1963
11174,الزهور,1050,"Monday, 21 March 2022 ",400000.0,456,877
11175,الزهور,991,"Sunday, 13 March 2022 ",400000.0,475,842
11176,الزهور,367,"Wednesday, 9 March 2022 ",800000.0,910,879
11177,الزهور,390,"Sunday, 20 March 2022 ",750000.0,845,888
11178,الزهور,548/1,"Monday, 14 March 2022 ",375000.0,451.75,830
11179,الزهور,548/2,"Monday, 14 March 2022 ",375000.0,451.75,830
11180,الزهور,553,"Tuesday, 29 March 2022 ",700000.0,877.5,798
11181,الزهور,602,"Thursday, 10 March 2022 ",870000.0,910,956
11182,الزهور,609,"Monday, 28 March 2022 ",750000.0,910,824
11183,الزهور,703,"Wednesday, 23 March 2022 ",750000.0,912.5,822
11184,الزهور,180,"Tuesday, 29 March 2022 ",540000.0,900,600
11185,الزهور,269/2,"Wednesday, 2 March 2022 ",350000.0,450,778
11186,الزهور,289,"Sunday, 13 March 2022 ",625000.0,900,694
11187,الزهور,344,"Tuesday, 8 March 2022 ",650000.0,900,722
11188,الزهور,514,"Thursday, 10 March 2022 ",700000.0,900,778
11189,الزهور,514,"Tuesday, 15 March 2022 ",825000.0,900,917
11190,الزهور,516/1,"Thursday, 10 March 2022 ",350000.0,450,778
11191,الزهور,516/1,"Tuesday, 15 March 2022 ",412500.0,450,917
11192,الزهور,516/2,"Thursday, 10 March 2022 ",350000.0,450,778
11193,الزهور,516/2,"Tuesday, 15 March 2022 ",412500.0,450,917
11194,الزهور,545,"Tuesday, 15 March 2022 ",800000.0,900,889
11195,الزهور,581,"Tuesday, 1 March 2022 ",650000.0,900,722
11196,الزهور,751/2,"Wednesday, 30 March 2022 ",330000.0,450,733
11197,الزهور,762/1,"Tuesday, 22 March 2022 ",250000.0,445.95,561
11198,الزهور,762/1,"Sunday, 27 March 2022 ",290000.0,445.95,650
11199,الزهور,762/2,"Sunday, 20 March 2022 ",290000.0,445.94,650
11200,الزهور,863/2,"Sunday, 27 March 2022 ",340000.0,450,756
11201,الزهور,863/2,"Thursday, 31 March 2022 ",420000.0,450,933
11202,الزهور,966/1,"Sunday, 20 March 2022 ",240000.0,300,800
11203,الزهور,974,"Thursday, 3 March 2022 ",725000.0,900,806
11204,السعادة,84/2,"Monday, 14 March 2022 ",761000.0,250,3044
11205,السعادة,330/2,"Monday, 7 March 2022 ",1290000.0,346.5,3723
11206,السعادة,385/2,"Tuesday, 1 March 2022 ",2741640.0,375,7311
11207,السعادة,385/2,"Monday, 7 March 2022 ",1250000.0,375,3333
11208,السعادة,8,"Tuesday, 15 March 2022 ",4100000.0,690,5942
11209,السعادة,59/1,"Tuesday, 1 March 2022 ",2400140.0,287.5,8348
11210,السعادة,59/1,"Tuesday, 8 March 2022 ",1070000.0,287.5,3722
11211,السعادة,294,"Wednesday, 16 March 2022 ",735000.0,337.5,2178
11212,السعادة,64/2,"Monday, 21 March 2022 ",1875000.0,390,4808
11213,السعادة,286/8/1,"Thursday, 10 March 2022 ",1400000.0,333.37,4200
11214,السلام,571/2,"Thursday, 10 March 2022 ",1000000.0,360,2778
11215,السلام,551/2,"Thursday, 3 March 2022 ",950000.0,287.5,3304
11216,السلام,209/1,"Wednesday, 30 March 2022 ",1400000.0,400,3500
11217,السلام,55/أ,"Tuesday, 22 March 2022 ",1170000.0,312.5,3744
11218,السلام,168,"Tuesday, 15 March 2022 ",800000.0,375,2133
11219,السلام بسيهات,501/2,"Sunday, 27 March 2022 ",1000000.0,275.19,3634
11220,السلى,35,"Wednesday, 9 March 2022 ",792800.0,495.5,1600
11221,السلى,274,"Tuesday, 29 March 2022 ",1700000.0,575,2957
11222,السلى,211,"Wednesday, 30 March 2022 ",800000.0,312.5,2560
11223,السلى,91/2,"Thursday, 17 March 2022 ",2812500.0,1875.00,1500
11224,السلى,230,"Monday, 14 March 2022 ",900000.0,440,2045
11225,السلى,عدد العقارات 2-أول ق…,"Tuesday, 1 March 2022 ",1800000.0,750,2400
11226,السلى,599,"Wednesday, 2 March 2022 ",425000.0,600,708
11227,السلى,610,"Tuesday, 15 March 2022 ",1106250.0,737.5,1500
11228,السلى,275,"Tuesday, 15 March 2022 ",1200000.0,750,1600
11229,السلى,307,"Thursday, 10 March 2022 ",1170000.0,780,1500
11230,السلى,308,"Thursday, 10 March 2022 ",1170000.0,780,1500
11231,السلى,309,"Thursday, 10 March 2022 ",1170000.0,780,1500
11232,السلى,310,"Thursday, 10 March 2022 ",1170000.0,780,1500
11233,السلى,477,"Tuesday, 15 March 2022 ",1500000.0,1258.43,1192
11234,السلى,عدد العقارات 8-أول ق…,"Tuesday, 15 March 2022 ",8631480.0,7846.80,1100
11235,السليمانية,338,"Wednesday, 16 March 2022 ",1850000.0,550,3364
11236,السليمانية,358,"Tuesday, 8 March 2022 ",2250000.0,400,5625
11237,السليمانية,545,"Monday, 28 March 2022 ",1300000.0,300,4333
11238,السليمانية,826,"Wednesday, 23 March 2022 ",2150000.0,660,3258
11239,السليمانية,135,"Tuesday, 29 March 2022 ",1500000.0,308,4870
11240,السليمانية,178/1,"Monday, 21 March 2022 ",1025000.0,327.6,3129
11241,السليمانية,390/1,"Tuesday, 22 March 2022 ",2095238.0,478.8,4376
11242,السليمانية,673,"Wednesday, 23 March 2022 ",1650000.0,416.5,3962
11243,السليمانية,886/1,"Wednesday, 23 March 2022 ",1800000.0,450,4000
11244,السليمانية,886/2,"Wednesday, 23 March 2022 ",1800000.0,450,4000
11245,السليمانية,96,"Sunday, 20 March 2022 ",818000.0,446.25,1833
11246,السليمانية,3910,"Sunday, 6 March 2022 ",5300000.0,720,7361
11247,السليمانية,4155,"Thursday, 3 March 2022 ",3200000.0,780,4103
11248,السليمانية,120/2,"Thursday, 3 March 2022 ",1400000.0,325,4308
11249,السليمانية,463/1,"Thursday, 3 March 2022 ",5280000.0,1125.00,4693
11250,السليمانية,538/1/2,"Wednesday, 9 March 2022 ",990000.0,300,3300
11251,السليمانية,96,"Sunday, 20 March 2022 ",1500000.0,426.66,3516
11252,السليمانية,عدد العقارات 2-أول ق…,"Monday, 7 March 2022 ",4312500.0,1250.00,3450
11253,السليمانية,1,"Tuesday, 22 March 2022 ",2000000.0,710.55,2815
11254,السليمانية,92,"Wednesday, 16 March 2022 ",800000.0,520,1538
11255,السليمانية,600,"Monday, 14 March 2022 ",3300000.0,678.5,4864
11256,السليمانية,بدون,"Thursday, 3 March 2022 ",3036000.0,675.85,4492
11257,السويدى,1980,"Sunday, 6 March 2022 ",500000.0,525,952
11258,السويدى,356/1,"Wednesday, 23 March 2022 ",660000.0,250,2640
11259,السويدى,39,"Tuesday, 29 March 2022 ",200000.0,330,606
11260,السويدى,2/1,"Sunday, 20 March 2022 ",500000.0,300,1667
11261,السويدى,186,"Thursday, 10 March 2022 ",700000.0,562,1246
11262,السويدى,188/1,"Tuesday, 29 March 2022 ",500000.0,250,2000
11263,السويدى,1082,"Sunday, 6 March 2022 ",800000.0,400,2000
11264,السويدى,1233,"Monday, 28 March 2022 ",1300000.0,500,2600
11265,السويدى,206,"Monday, 7 March 2022 ",860000.0,500,1720
11266,السويدى,486,"Monday, 7 March 2022 ",760000.0,500,1520
11267,السويدى,91,"Thursday, 24 March 2022 ",950000.0,500,1900
11268,السويدى,80,"Monday, 28 March 2022 ",390000.0,200,1950
11269,السويدى,عدد العقارات 2-أول ق…,"Tuesday, 29 March 2022 ",700000.0,400,1750
11270,السويدى,1857,"Thursday, 31 March 2022 ",1000000.0,550,1818
11271,السويدى,5584,"Sunday, 27 March 2022 ",760000.0,516,1473
11272,السويدى,5911/2,"Monday, 7 March 2022 ",950000.0,299,3177
11273,السويدى,7539/1,"Wednesday, 23 March 2022 ",500000.0,250,2000
11274,السويدى,عدد العقارات 2-أول ق…,"Thursday, 17 March 2022 ",2000000.0,1250.00,1600
11275,السويدى,6865,"Thursday, 3 March 2022 ",750000.0,400,1875
11276,السويدى,1348و1351,"Thursday, 10 March 2022 ",1655000.0,840,1970
11277,السويدى,1559,"Sunday, 13 March 2022 ",444000.0,450,987
11278,السويدى,2713,"Wednesday, 9 March 2022 ",1050000.0,500,2100
11279,السويدى,748,"Wednesday, 2 March 2022 ",900000.0,625,1440
11280,السويدى,1895,"Monday, 28 March 2022 ",1500000.0,750,2000
11281,السويدى,1987,"Thursday, 3 March 2022 ",1000000.0,500,2000
11282,السويدى,2132,"Wednesday, 2 March 2022 ",1700000.0,625,2720
11283,السويدى,2380,"Monday, 14 March 2022 ",1200000.0,500,2400
11284,السويدى,1282/2,"Sunday, 20 March 2022 ",1570720.0,250,6283
11285,السويدى,1282/2,"Sunday, 20 March 2022 ",850000.0,250,3400
11286,السويدى,101,"Tuesday, 22 March 2022 ",1200000.0,540,2222
11287,السويدى,146/1,"Wednesday, 9 March 2022 ",910000.0,312.5,2912
11288,السويدى,4/2,"Tuesday, 1 March 2022 ",600000.0,375,1600
11289,السويدى,7257,"Saturday, 19 March 2022 ",877459.0,230,3815
11290,السويدى,78,"Thursday, 3 March 2022 ",1600000.0,750,2133
11291,السويدى,عدد العقارات 2-أول ق…,"Wednesday, 16 March 2022 ",849927.0,500,1700
11292,السويدى,152,"Tuesday, 22 March 2022 ",500000.0,490.19,1020
11293,السويدى,353/2,"Tuesday, 1 March 2022 ",1420000.0,305.55,4647
11294,السويدى,151,"Tuesday, 1 March 2022 ",800000.0,213.29,3751
11295,السويدى,2/أ,"Tuesday, 29 March 2022 ",891625.0,357,2498
11296,السويدى,935,"Thursday, 10 March 2022 ",600000.0,500,1200
11297,السويدى,2037,"Wednesday, 2 March 2022 ",800000.0,575,1391
11298,السويدى,بدون,"Tuesday, 15 March 2022 ",185000.0,101,1832
11299,الشرفية,بدون,"Monday, 28 March 2022 ",320000.0,87.5,3657
11300,الشرق,39/ج/2/1,"Tuesday, 29 March 2022 ",826540.0,442.16,1869
11301,الشرق,40/6,"Monday, 7 March 2022 ",450000.0,600,750
11302,الشرق,5/4,"Thursday, 24 March 2022 ",864000.0,480,1800
11303,الشرق,428/1,"Tuesday, 1 March 2022 ",714000.0,420,1700
11304,الشرق,14,"Thursday, 3 March 2022 ",1000000.0,875,1143
11305,الشرق,687/2,"Monday, 21 March 2022 ",1000000.0,525,1905
11306,الشرق,36/2,"Monday, 28 March 2022 ",900000.0,450,2000
11307,الشرق,366,"Wednesday, 16 March 2022 ",1000000.0,2355.50,425
11308,الشرق,1322/1,"Sunday, 20 March 2022 ",500000.0,495,1010
11309,الشرق,1446/2,"Tuesday, 8 March 2022 ",515000.0,479.52,1074
11310,الشرق,384/1,"Tuesday, 1 March 2022 ",450000.0,435,1034
11311,الشرق,1324/1,"Tuesday, 15 March 2022 ",375000.0,480,781
11312,الشرق,1324/2,"Tuesday, 15 March 2022 ",375000.0,450,833
11313,الشرق,1324/2,"Saturday, 19 March 2022 ",460000.0,450,1022
11314,الشرق,1325/1,"Monday, 14 March 2022 ",375000.0,480,781
11315,الشرق,1325/2,"Tuesday, 15 March 2022 ",375000.0,450,833
11316,الشرق,678/3,"Tuesday, 1 March 2022 ",330000.0,589,560
11317,الشرق,1001/1,"Wednesday, 30 March 2022 ",350000.0,450,778
11318,الشعيب,14,"Sunday, 20 March 2022 ",1340000.0,245.25,5464
11319,الشعيب,54,"Tuesday, 15 March 2022 ",1500000.0,326.21,4598
11320,الشفاء,377,"Thursday, 10 March 2022 ",750000.0,450,1667
11321,الشفاء,424,"Monday, 7 March 2022 ",650000.0,437.5,1486
11322,الشفاء,112,"Monday, 7 March 2022 ",800000.0,525,1524
11323,الشفاء,568,"Wednesday, 16 March 2022 ",1130437.0,525,2153
11324,الشفاء,286/1/م ك ر ر,"Wednesday, 30 March 2022 ",200000.0,210,952
11325,الشفاء,596/2/2,"Thursday, 3 March 2022 ",1075000.0,200,5375
11326,الشفاء,عدد العقارات 2-أول ق…,"Sunday, 6 March 2022 ",1405000.0,1000.00,1405
11327,الشفاء,139,"Thursday, 24 March 2022 ",575000.0,575,1000
11328,الشفاء,90,"Wednesday, 9 March 2022 ",567492.0,650,873
11329,الشفاء,90,"Tuesday, 22 March 2022 ",539900.0,650,831
11330,الشفاء,304/2,"Monday, 21 March 2022 ",1200000.0,250,4800
11331,الشفاء,139/1,"Wednesday, 23 March 2022 ",225000.0,575,391
11332,الشفاء,9/380,"Thursday, 3 March 2022 ",750000.0,400,1875
11333,الشفاء,307/1,"Tuesday, 29 March 2022 ",952304.0,412.5,2309
11334,الشفاء,380/1,"Sunday, 20 March 2022 ",1547162.0,375,4126
11335,الشفاء,51,"Wednesday, 9 March 2022 ",990000.0,600,1650
11336,الشفاء,53,"Wednesday, 9 March 2022 ",990000.0,600,1650
11337,الشفاء,55,"Wednesday, 9 March 2022 ",990000.0,600,1650
11338,الشفاء,57,"Wednesday, 9 March 2022 ",990000.0,600,1650
11339,الشفاء,59,"Wednesday, 9 March 2022 ",990000.0,600,1650
11340,الشفاء,731,"Thursday, 17 March 2022 ",400000.0,242,1653
11341,الشفاء,17/2/1,"Thursday, 31 March 2022 ",330000.0,225,1467
11342,الشفاء,175,"Sunday, 27 March 2022 ",550000.0,379.75,1448
11343,الشفاء,292و291و,"Wednesday, 16 March 2022 ",615000.0,700,879
11344,الشفاء,439,"Monday, 21 March 2022 ",850000.0,817.5,1040
11345,الشفاء,524,"Wednesday, 23 March 2022 ",600000.0,400,1500
11346,الشفاء,76,"Wednesday, 16 March 2022 ",590000.0,437.5,1349
11347,الشفاء,7,"Thursday, 24 March 2022 ",650000.0,440,1477
11348,الشقة,36,"Wednesday, 30 March 2022 ",750000.0,400,1875
11349,الشقة,38/1,"Wednesday, 30 March 2022 ",1000000.0,500,2000
11350,الشميسى,بدون,"Sunday, 13 March 2022 ",100000.0,88.35,1132
11351,الشهداء,334/2,"Tuesday, 15 March 2022 ",1080000.0,350,3086
11352,الشهداء,52,"Sunday, 6 March 2022 ",3000000.0,625,4800
11353,الصحافة,1246/2,"Thursday, 17 March 2022 ",1050000.0,390,2692
11354,الصحافة,1258/1,"Thursday, 17 March 2022 ",1050000.0,390,2692
11355,الصحافة,295/2,"Monday, 21 March 2022 ",2000000.0,435,4598
11356,الصحافة,3013/1,"Sunday, 27 March 2022 ",1000000.0,317,3155
11357,الصحافة,3463/2,"Wednesday, 30 March 2022 ",1759793.0,260,6768
11358,الصحافة,3487/1,"Tuesday, 8 March 2022 ",935279.0,288,3247
11359,الصحافة,1311/2,"Wednesday, 9 March 2022 ",1505000.0,362.5,4152
11360,الصحافة,2263,"Thursday, 3 March 2022 ",12000000.0,900,13333
11361,الصحافة,2291,"Monday, 21 March 2022 ",14000000.0,806,17370
11362,الصحافة,2451,"Saturday, 19 March 2022 ",8250000.0,750,11000
11363,الصحافة,1660/1,"Monday, 14 March 2022 ",2170000.0,350,6200
11364,الصفاء,2,"Wednesday, 23 March 2022 ",800000.0,450,1778
11365,الصفاء,1406,"Wednesday, 16 March 2022 ",1372000.0,400,3430
11366,الصفاء,1620,"Thursday, 3 March 2022 ",1584000.0,480,3300
11367,الصفاء,1626,"Thursday, 31 March 2022 ",1980000.0,600,3300
11368,الصفاء,1631,"Wednesday, 9 March 2022 ",1312500.0,375,3500
11369,الصفاء,1637,"Tuesday, 22 March 2022 ",1452000.0,440,3300
11370,الصفاء,1638,"Tuesday, 22 March 2022 ",1452000.0,440,3300
11371,الصفاء,1639,"Wednesday, 23 March 2022 ",1518000.0,460,3300
11372,الصفاء,1640,"Tuesday, 22 March 2022 ",1518000.0,460,3300
11373,الصفاء,1641,"Monday, 28 March 2022 ",1452000.0,440,3300
11374,الصفاء,1642,"Monday, 28 March 2022 ",1452000.0,440,3300
11375,الصفاء,1643,"Monday, 28 March 2022 ",1518000.0,460,3300
11376,الصفاء,1644,"Monday, 28 March 2022 ",1518000.0,460,3300
11377,الصفاء,1647,"Tuesday, 8 March 2022 ",1584000.0,480,3300
11378,الصفاء,1649,"Wednesday, 2 March 2022 ",1440000.0,480,3000
11379,الصفاء,1653,"Tuesday, 1 March 2022 ",1464000.0,480,3050
11380,الصفاء,1660,"Tuesday, 8 March 2022 ",2168100.0,657,3300
11381,الصفاء,1682,"Tuesday, 1 March 2022 ",1293750.0,375,3450
11382,الصفاء,1683,"Wednesday, 16 March 2022 ",1293750.0,375,3450
11383,الصفاء,1688,"Tuesday, 22 March 2022 ",1452000.0,440,3300
11384,الصفاء,1689,"Tuesday, 22 March 2022 ",1518000.0,460,3300
11385,الصفاء,1690,"Tuesday, 22 March 2022 ",1452000.0,440,3300
11386,الصفاء,1691,"Tuesday, 22 March 2022 ",1518000.0,460,3300
11387,الصفاء,1708,"Wednesday, 9 March 2022 ",1320000.0,400,3300
11388,الصفاء,1716,"Wednesday, 2 March 2022 ",2520000.0,840,3000
11389,الصفاء,1717,"Wednesday, 2 March 2022 ",2016000.0,672,3000
11390,الصفاء,1718,"Wednesday, 2 March 2022 ",2016000.0,672,3000
11391,الصفاء,1829,"Thursday, 3 March 2022 ",1980000.0,600,3300
11392,الصفاء,1842,"Thursday, 24 March 2022 ",2362500.0,675,3500
11393,الصفاء,1843,"Sunday, 20 March 2022 ",2362500.0,675,3500
11394,الصفاء,224,"Tuesday, 22 March 2022 ",8353125.0,6200.00,1347
11395,الصفاء,228,"Tuesday, 22 March 2022 ",8353125.0,6200.00,1347
11396,الصناعية,عدد العقارات 2-أول ق…,"Thursday, 17 March 2022 ",8100000.0,1182.00,6853
11397,الصناعية,44,"Thursday, 31 March 2022 ",2940000.0,4900.00,600
11398,الصيهد بالرقيقة,1364/1,"Wednesday, 2 March 2022 ",517500.0,300,1725
11399,الصيهد بالرقيقة,1364/2,"Wednesday, 2 March 2022 ",517500.0,300,1725
11400,الصيهد بالرقيقة,1366/1,"Wednesday, 2 March 2022 ",517500.0,300,1725
11401,الصيهد بالرقيقة,1366/2,"Wednesday, 2 March 2022 ",517500.0,300,1725
11402,الصيهد بالرقيقة,1368/1,"Wednesday, 2 March 2022 ",517500.0,300,1725
11403,الصيهد بالرقيقة,1370/1,"Wednesday, 2 March 2022 ",517500.0,300,1725
11404,الصيهد بالرقيقة,1372/1,"Wednesday, 2 March 2022 ",517500.0,300,1725
11405,الصيهد بالرقيقة,1372/2,"Wednesday, 2 March 2022 ",517500.0,300,1725
11406,الصيهد بالرقيقة,1374/1,"Wednesday, 2 March 2022 ",517500.0,300,1725
11407,الصيهد بالرقيقة,1374/2,"Wednesday, 2 March 2022 ",517500.0,300,1725
11408,الصيهد بالرقيقة,1376/1,"Thursday, 3 March 2022 ",517500.0,300,1725
11409,الصيهد بالرقيقة,1376/2,"Wednesday, 2 March 2022 ",517500.0,300,1725
11410,الضباط,1/أ,"Monday, 7 March 2022 ",1200000.0,488.83,2455
11411,الضباط,12,"Monday, 21 March 2022 ",680000.0,552,1232
11412,الضباط,2/أ,"Monday, 7 March 2022 ",1150000.0,497.64,2311
11413,الضباط,بدون,"Thursday, 10 March 2022 ",1200000.0,547.5,2192
11414,الضباط,2,"Friday, 4 March 2022 ",500000.0,315.89,1583
11415,الطرفية الشرقية,عدد العقارات 2-أول ق…,"Wednesday, 9 March 2022 ",1075000.0,1075.00,1000
11416,الطويلعة,بدون,"Thursday, 3 March 2022 ",400000.0,192,2083
11417,العارض,369/2,"Monday, 28 March 2022 ",1875000.0,225,8333
11418,العارض,385/2,"Wednesday, 9 March 2022 ",1041812.0,405,2572
11419,العارض,385/2,"Thursday, 10 March 2022 ",1041812.0,405,2572
11420,العارض,358/2,"Sunday, 20 March 2022 ",2200000.0,360.62,6101
11421,العارض,151/1,"Wednesday, 2 March 2022 ",2991013.0,854.58,3500
11422,العارض,152/2,"Monday, 7 March 2022 ",1537200.0,504,3050
11423,العارض,153/2,"Wednesday, 9 March 2022 ",1753584.0,515.76,3400
11424,العارض,154/1,"Monday, 7 March 2022 ",1537200.0,504,3050
11425,العارض,154/2,"Monday, 7 March 2022 ",1537200.0,504,3050
11426,العارض,155/1,"Monday, 7 March 2022 ",1753584.0,515.76,3400
11427,العارض,155/2,"Monday, 7 March 2022 ",1753584.0,515.76,3400
11428,العارض,155/3,"Monday, 7 March 2022 ",1753584.0,515.76,3400
11429,العارض,156/1,"Monday, 7 March 2022 ",1537200.0,504,3050
11430,العارض,156/2,"Monday, 7 March 2022 ",1537200.0,504,3050
11431,العارض,157/1,"Monday, 7 March 2022 ",1753584.0,515.76,3400
11432,العارض,157/2,"Monday, 7 March 2022 ",1753584.0,515.76,3400
11433,العارض,159/1,"Monday, 7 March 2022 ",1753584.0,515.76,3400
11434,العارض,159/2,"Thursday, 24 March 2022 ",2922640.0,859.6,3400
11435,العارض,161/1,"Thursday, 24 March 2022 ",2922640.0,859.6,3400
11436,العارض,162/2,"Monday, 7 March 2022 ",1350000.0,300,4500
11437,العارض,162/3,"Monday, 7 March 2022 ",1442250.0,320.5,4500
11438,العارض,174/1,"Thursday, 17 March 2022 ",2450000.0,448,5469
11439,العارض,103,"Monday, 7 March 2022 ",15000.0,566.72,26
11440,العارض,151/1/1/2,"Monday, 7 March 2022 ",2300000.0,310.5,7407
11441,العريجاء,4320/2,"Tuesday, 15 March 2022 ",750000.0,375,2000
11442,العريجاء,6303,"Tuesday, 1 March 2022 ",900000.0,462.5,1946
11443,العريجاء,6429,"Wednesday, 30 March 2022 ",1250000.0,750,1667
11444,العريجاء,1/115,"Monday, 28 March 2022 ",1000000.0,400,2500
11445,العريجاء,1/136,"Tuesday, 1 March 2022 ",1872616.0,400,4682
11446,العريجاء,10/430,"Wednesday, 16 March 2022 ",770000.0,400,1925
11447,العريجاء,117/1,"Monday, 28 March 2022 ",100000.0,400,250
11448,العريجاء,12/388,"Tuesday, 22 March 2022 ",800000.0,400,2000
11449,العريجاء,12/947,"Tuesday, 8 March 2022 ",700000.0,400,1750
11450,العريجاء,12/947,"Tuesday, 15 March 2022 ",650000.0,400,1625
11451,العريجاء,14/572,"Sunday, 27 March 2022 ",500000.0,380,1316
11452,العريجاء,426/11,"Wednesday, 23 March 2022 ",360000.0,400,900
11453,العريجاء,505/13,"Thursday, 3 March 2022 ",850000.0,400,2125
11454,العريجاء,7/686,"Wednesday, 9 March 2022 ",1133828.0,400,2835
11455,العريجاء,74/5,"Monday, 7 March 2022 ",1050000.0,400,2625
11456,العريجاء,749/1,"Wednesday, 30 March 2022 ",731129.0,440,1662
11457,العريجاء,1/309,"Tuesday, 22 March 2022 ",800000.0,400,2000
11458,العريجاء,32/3,"Wednesday, 30 March 2022 ",550000.0,400,1375
11459,العريجاء,7/498,"Wednesday, 23 March 2022 ",740000.0,400,1850
11460,العريجاء,8/528,"Tuesday, 8 March 2022 ",220000.0,400,550
11461,العريجاء,1156/1,"Monday, 28 March 2022 ",500000.0,400,1250
11462,العريجاء,1471,"Thursday, 17 March 2022 ",1600000.0,600,2667
11463,العريجاء,5/241,"Wednesday, 30 March 2022 ",550000.0,400,1375
11464,العريجاء,5/330,"Wednesday, 23 March 2022 ",700000.0,400,1750
11465,العريجاء,5/389,"Wednesday, 30 March 2022 ",770000.0,400,1925
11466,العريجاء,6/298,"Wednesday, 2 March 2022 ",400000.0,400,1000
11467,العريجاء,6/298,"Tuesday, 15 March 2022 ",600000.0,400,1500
11468,العريجاء,623/1,"Sunday, 13 March 2022 ",850000.0,400,2125
11469,العريجاء,7/578,"Thursday, 31 March 2022 ",429375.0,400,1073
11470,العريجاء,2/1144,"Monday, 14 March 2022 ",770000.0,400,1925
11471,العريجاء,2/446,"Sunday, 13 March 2022 ",790000.0,500,1580
11472,العريجاء,42/4,"Monday, 7 March 2022 ",1245000.0,400,3113
11473,العريجاء,934/2/1,"Wednesday, 30 March 2022 ",600000.0,200,3000
11474,العريجاء,1/100,"Thursday, 17 March 2022 ",650000.0,400,1625
11475,العريجاء,2/719,"Tuesday, 29 March 2022 ",700000.0,400,1750
11476,العريجاء,3/105,"Sunday, 20 March 2022 ",500000.0,400,1250
11477,العريجاء,3/163,"Monday, 14 March 2022 ",400000.0,400,1000
11478,العريجاء,5/120,"Wednesday, 2 March 2022 ",700000.0,400,1750
11479,العريجاء,507/9/1,"Tuesday, 29 March 2022 ",800000.0,375.5,2130
11480,العريجاء,629/5,"Monday, 21 March 2022 ",565000.0,400,1413
11481,العريجاء,3764,"Tuesday, 8 March 2022 ",1676837.0,750,2236
11482,العريجاء,147/3,"Sunday, 13 March 2022 ",600000.0,399.44,1502
11483,العريجاء,106/2,"Thursday, 10 March 2022 ",1700000.0,360,4722
11484,العريجاء,232/2,"Tuesday, 29 March 2022 ",1400000.0,375,3733
11485,العريجاء,37/أ,"Sunday, 13 March 2022 ",249000.0,112.31,2217
11486,العزيزية,181,"Tuesday, 15 March 2022 ",809524.0,660,1227
11487,العزيزية,19,"Wednesday, 16 March 2022 ",800000.0,458.04,1747
11488,العزيزية,32,"Thursday, 3 March 2022 ",600000.0,625,960
11489,العزيزية,607,"Tuesday, 1 March 2022 ",650000.0,450,1444
11490,العزيزية,441/2,"Thursday, 24 March 2022 ",200000.0,232.5,860
11491,العزيزية,1652/1,"Tuesday, 8 March 2022 ",553500.0,200,2768
11492,العزيزية,2332/1,"Wednesday, 2 March 2022 ",600000.0,312.5,1920
11493,العزيزية,2406,"Wednesday, 23 March 2022 ",1000000.0,400,2500
11494,العزيزية,2642,"Wednesday, 23 March 2022 ",900000.0,400,2250
11495,العزيزية,1587/3,"Thursday, 3 March 2022 ",562800.0,306.06,1839
11496,العزيزية,1393/2,"Thursday, 17 March 2022 ",850000.0,250,3400
11497,العزيزية,1590,"Thursday, 31 March 2022 ",1119127.0,658.31,1700
11498,العزيزية,2047/2,"Monday, 21 March 2022 ",737851.0,286.5,2575
11499,العزيزية,2410/1,"Sunday, 27 March 2022 ",1000000.0,333.75,2996
